family,operation_identity,operation_name,method,path,version,hierarchy_ids,scopes,plan_state,lifecycle_class,official_url,observed_on,evidence_state
Portals,portals-get_all_portals,Get All Portals,GET,/api/v3/portals,v3,none,ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#portals-get_all_portals,2026-09-01,verified
Portals,portals-get_portal_details,Get Portal Details,GET,/api/v3/portal/[PORTALID],v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#portals-get_portal_details,2026-09-01,verified
Portals,portals-data_backup-schedule_data_backup,Schedule Data Backup,POST,/api/v3/portal/[PORTALID]/portal_export,v3,[PORTALID],"ZohoProjects.portals.READ, ZohoFiles.files.READ",TBD,not-lifecycle,https://projects.zoho.com/api-docs#portals-data_backup-schedule_data_backup,2026-09-01,verified
Portals,portals-data_backup-get_data_backup_status,Get Data Backup Status,GET,/api/v3/portal/[PORTALID]/portal_export/[PORTAL_EXPORTID]/status,v3,[PORTALID]; [PORTAL_EXPORTID],"ZohoProjects.portals.READ, ZohoFiles.files.READ",TBD,not-lifecycle,https://projects.zoho.com/api-docs#portals-data_backup-get_data_backup_status,2026-09-01,verified
Portals,portals-data_backup-get_data_backup_history,Get Data Backup History,GET,/api/v3/portal/[PORTALID]/portal_export/history,v3,[PORTALID],"ZohoProjects.portals.READ, ZohoFiles.files.READ",TBD,not-lifecycle,https://projects.zoho.com/api-docs#portals-data_backup-get_data_backup_history,2026-09-01,verified
Portals,portals-trash-get_trashed_records,Get Trashed Records,GET,/api/v3/portal/[PORTALID]/bin,v3,[PORTALID],ZohoProjects.portals.READ,TBD,trash,https://projects.zoho.com/api-docs#portals-trash-get_trashed_records,2026-09-01,verified
Portals,portals-trash-move_records_to_trash,Move Records to Trash,POST,/api/v3/portal/[PORTALID]/trash,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,trash,https://projects.zoho.com/api-docs#portals-trash-move_records_to_trash,2026-09-01,verified
Portals,portals-trash-delete_records,Delete Records,DELETE,/api/v3/portal/[PORTALID]/bin,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,trash,https://projects.zoho.com/api-docs#portals-trash-delete_records,2026-09-01,verified
Portals,portals-trash-restore_records_from_trash,Restore Records from Trash,POST,/api/v3/portal/[PORTALID]/bin/restore,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,restore,https://projects.zoho.com/api-docs#portals-trash-restore_records_from_trash,2026-09-01,verified
Portals,portals-trash-empty_recyle_bin,Empty Recyle Bin,DELETE,/api/v3/portal/[PORTALID]/empty-bin,v3,[PORTALID],ZohoProjects.portals.CREATE,TBD,trash,https://projects.zoho.com/api-docs#portals-trash-empty_recyle_bin,2026-09-01,verified
Module Meta,module_meta-get_field_info,Get Field Info,GET,/api/v3/portal/[PORTALID]/module/[MODULEID]/fields,v3,[PORTALID]; [MODULEID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-get_field_info,2026-09-01,verified
Module Meta,module_meta-modules-get_modules,Get Modules,GET,/api/v3/portal/[PORTALID]/settings/modules,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-get_modules,2026-09-01,verified
Module Meta,module_meta-modules-get_module,Get Module,GET,/api/v3/portal/[PORTALID]/settings/modules/[MODULEID],v3,[PORTALID]; [MODULEID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-get_module,2026-09-01,verified
Module Meta,module_meta-modules-create_module,Create Module,POST,/api/v3/portal/[PORTALID]/settings/modules,v3,[PORTALID],ZohoProjects.custom_fields.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-create_module,2026-09-01,verified
Module Meta,module_meta-modules-update_module,Update Module,PATCH,/api/v3/portal/[PORTALID]/settings/modules/[MODULEID],v3,[PORTALID]; [MODULEID],ZohoProjects.custom_fields.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-update_module,2026-09-01,verified
Module Meta,module_meta-modules-update_status,Update Status,PATCH,/api/v3/portal/[PORTALID]/settings/modules/[MODULEID]/(activate|deactivate),v3,[PORTALID]; [MODULEID],ZohoProjects.custom_fields.UPDATE,TBD,activate-or-deactivate,https://projects.zoho.com/api-docs#module_meta-modules-update_status,2026-09-01,verified
Module Meta,module_meta-modules-trash_module,Trash Module,DELETE,/api/v3/portal/[PORTALID]/settings/modules/[MODULEID],v3,[PORTALID]; [MODULEID],ZohoProjects.custom_fields.READ,TBD,trash,https://projects.zoho.com/api-docs#module_meta-modules-trash_module,2026-09-01,verified
Module Meta,module_meta-modules-delete_module,Delete Module,DELETE,/api/v3/portal/[PORTALID]/settings/modules/bin/[BINID],v3,[PORTALID]; [BINID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-delete_module,2026-09-01,verified
Module Meta,module_meta-modules-restore_module,Restore Module,POST,/api/v3/portal/[PORTALID]/settings/modules/bin/[BINID]/recover,v3,[PORTALID]; [BINID],ZohoProjects.custom_fields.READ,TBD,restore,https://projects.zoho.com/api-docs#module_meta-modules-restore_module,2026-09-01,verified
Module Meta,module_meta-modules-get_field_configuration,Get Field Configuration,GET,/api/v3/portal/[PORTALID]/settings/fields-configuration,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-get_field_configuration,2026-09-01,verified
Module Meta,module_meta-modules-get_global_statuses,Get Global Statuses,GET,/api/v3/portal/[PORTALID]/settings/global-statuses,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-modules-get_global_statuses,2026-09-01,verified
Module Meta,module_meta-module_layouts-get_layouts,Get Layouts,GET,/api/v3/portal/[PORTALID]/settings/layouts,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_layouts-get_layouts,2026-09-01,verified
Module Meta,module_meta-module_layouts-get_default_layout,Get Default Layout,GET,/api/v3/portal/[PORTALID]/settings/layouts/default-layout,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,default-selection,https://projects.zoho.com/api-docs#module_meta-module_layouts-get_default_layout,2026-09-01,verified
Module Meta,module_meta-module_layouts-get_layout_details,Get Layout Details,GET,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID],v3,[PORTALID]; [LAYOUTID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_layouts-get_layout_details,2026-09-01,verified
Module Meta,module_meta-module_layouts-create_layout,Create Layout,POST,/api/v3/portal/[PORTALID]/settings/layouts,v3,[PORTALID],ZohoProjects.custom_fields.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_layouts-create_layout,2026-09-01,verified
Module Meta,module_meta-module_layouts-update_layout,Update Layout,PATCH,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID],v3,[PORTALID]; [LAYOUTID],ZohoProjects.custom_fields.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_layouts-update_layout,2026-09-01,verified
Module Meta,module_meta-module_layouts-delete_layout,Delete Layout,DELETE,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID],v3,[PORTALID]; [LAYOUTID],ZohoProjects.custom_fields.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_layouts-delete_layout,2026-09-01,verified
Module Meta,module_meta-module_layouts-disassociate_field,Disassociate Field,DELETE,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID]/fields/[FIELDID],v3,[PORTALID]; [LAYOUTID]; [FIELDID],ZohoProjects.custom_fields.DELETE,TBD,disassociate,https://projects.zoho.com/api-docs#module_meta-module_layouts-disassociate_field,2026-09-01,verified
Module Meta,module_meta-module_layouts-get_associated_records,Get Associated Records,GET,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID]/associated-entities,v3,[PORTALID]; [LAYOUTID],ZohoProjects.custom_fields.READ,TBD,associate,https://projects.zoho.com/api-docs#module_meta-module_layouts-get_associated_records,2026-09-01,verified
Module Meta,module_meta-module_sections-create_or_update_section,Create or Update Section,PUT,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID]/sections,v3,[PORTALID]; [LAYOUTID],ZohoProjects.custom_fields.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_sections-create_or_update_section,2026-09-01,verified
Module Meta,module_meta-module_sections-delete_section,Delete Section,DELETE,/api/v3/portal/[PORTALID]/settings/layouts/[LAYOUTID]/sections/[SECTIONID],v3,[PORTALID]; [LAYOUTID]; [SECTIONID],ZohoProjects.custom_fields.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_sections-delete_section,2026-09-01,verified
Module Meta,module_meta-module_fields-get_field_info,Get Field Info,GET,/api/v3/portal/[PORTALID]/settings/fields,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_fields-get_field_info,2026-09-01,verified
Module Meta,module_meta-module_fields-create_or_update_field,Create or Update Field,PUT,/api/v3/portal/[PORTALID]/settings/fields,v3,[PORTALID],ZohoProjects.custom_fields.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_fields-create_or_update_field,2026-09-01,verified
Module Meta,module_meta-module_fields-delete_field,Delete Field,DELETE,/api/v3/portal/[PORTALID]/settings/fields/[FIELDID],v3,[PORTALID]; [FIELDID],ZohoProjects.custom_fields.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_fields-delete_field,2026-09-01,verified
Module Meta,module_meta-module_fields-get_associated_layouts,Get Associated Layouts,GET,/api/v3/portal/[PORTALID]/settings/fields/[FIELDID]/associated-layouts,v3,[PORTALID]; [FIELDID],ZohoProjects.custom_fields.READ,TBD,associate,https://projects.zoho.com/api-docs#module_meta-module_fields-get_associated_layouts,2026-09-01,verified
Module Meta,module_meta-module_options-get_field_options,Get Field Options,GET,/api/v3/portal/[PORTALID]/settings/options,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_options-get_field_options,2026-09-01,verified
Module Meta,module_meta-module_options-create_bulk_options,Create Bulk Options,POST,/api/v3/portal/[PORTALID]/settings/options,v3,[PORTALID],ZohoProjects.custom_fields.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_options-create_bulk_options,2026-09-01,verified
Module Meta,module_meta-module_options-delete_or_disassociate_field_options,Delete or Disassociate Field Options,DELETE,/api/v3/portal/[PORTALID]/settings/options,v3,[PORTALID],ZohoProjects.custom_fields.DELETE,TBD,disassociate,https://projects.zoho.com/api-docs#module_meta-module_options-delete_or_disassociate_field_options,2026-09-01,verified
Module Meta,module_meta-module_options-update_field_options,Update Field Options,PATCH,/api/v3/portal/[PORTALID]/settings/options,v3,[PORTALID],ZohoProjects.custom_fields.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_options-update_field_options,2026-09-01,verified
Module Meta,module_meta-module_integration_field-get_services,Get Services,GET,/api/v3/portal/[PORTALID]/integration-field/service,v3,[PORTALID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_integration_field-get_services,2026-09-01,verified
Module Meta,module_meta-module_integration_field-get_service_modules,Get Service Modules,GET,/api/v3/portal/[PORTALID]/integration-field/service/[SERVICEID]/modules,v3,[PORTALID]; [SERVICEID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_integration_field-get_service_modules,2026-09-01,verified
Module Meta,module_meta-module_integration_field-get_module_s_fields,Get Module's Fields,GET,/api/v3/portal/[PORTALID]/integration-field/service/[SERVICEID]/module/[MODULEID]/fields,v3,[PORTALID]; [SERVICEID]; [MODULEID],ZohoProjects.custom_fields.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#module_meta-module_integration_field-get_module_s_fields,2026-09-01,verified
Users,users-get_all_portal_users_client_users_and_contacts,"Get All Portal Users, Client Users, and Contacts",GET,/api/v3.1/portal/[PORTALID]/users,v3.1,[PORTALID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_all_portal_users_client_users_and_contacts,2026-09-01,verified
Users,users-get_users,Get Users,GET,/api/v3/portal/[PORTALID]/users,v3,[PORTALID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_users,2026-09-01,verified
Users,users-get_user_details,Get User Details,GET,/api/v3.1/portal/[PORTALID]/users/[ZPUID | EMAILID],v3.1,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_user_details,2026-09-01,contradictory
Users,users-get_user_details,Get User Details,GET,/api/v3/portal/[PORTALID]/users/[ZPUID | EMAILID],v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_user_details,2026-09-01,contradictory
Users,users-get_user_s_teams,Get User's Teams,GET,/api/v3/portal/[PORTALID]/users/[USERID]/teams,v3,[PORTALID]; [USERID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_user_s_teams,2026-09-01,verified
Users,users-get_associated_project_s,Get Associated Project(s),GET,/api/v3/portal/[PORTALID]/users/[USERID]/projects,v3,[PORTALID]; [USERID],ZohoProjects.users.READ,TBD,associate,https://projects.zoho.com/api-docs#users-get_associated_project_s,2026-09-01,verified
Users,users-get_user_license_details,Get User License Details,GET,/api/v3/portal/[PORTALID]/users/license-details,v3,[PORTALID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_user_license_details,2026-09-01,verified
Users,users-add_user,Add User,POST,/api/v3/portal/[PORTALID]/users,v3,[PORTALID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-add_user,2026-09-01,verified
Users,users-add_client_user,Add Client User,POST,/api/v3/portal/[PORTALID]/clientuser,v3,[PORTALID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-add_client_user,2026-09-01,verified
Users,users-update_user,Update User,PATCH,/api/v3.1/portal/[PORTALID]/users/[ZPUID | EMAILID],v3.1,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-update_user,2026-09-01,contradictory
Users,users-update_users,Update Users,POST,/api/v3.1/portal/[PORTALID]/users,v3.1,[PORTALID],ZohoProjects.users.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-update_users,2026-09-01,verified
Users,users-update_user,Update User,POST,/api/v3/portal/[PORTALID]/users/[ZPUID | EMAILID],v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-update_user,2026-09-01,contradictory
Users,users-activate_user,Activate User,POST,/api/v3/portal/[PORTALID]/users/[ZPUID | EMAILID]/activate,v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,activate,https://projects.zoho.com/api-docs#users-activate_user,2026-09-01,verified
Users,users-deactivate_user,Deactivate User,POST,/api/v3/portal/[PORTALID]/users/[ZPUID | EMAILID]/deactivate,v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,deactivate,https://projects.zoho.com/api-docs#users-deactivate_user,2026-09-01,verified
Users,users-activate_client_user,Activate Client User,POST,/api/v3/portal/[PORTALID]/client-users/[ZPUID | EMAILID]/activate,v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,activate,https://projects.zoho.com/api-docs#users-activate_client_user,2026-09-01,verified
Users,users-deactivate_client_user,Deactivate Client User,POST,/api/v3/portal/[PORTALID]/client-users/[ZPUID | EMAILID]/deactivate,v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,deactivate,https://projects.zoho.com/api-docs#users-deactivate_client_user,2026-09-01,verified
Users,users-delete_user,Delete User,DELETE,/api/v3/portal/[PORTALID]/users/[ZPUID | EMAILID],v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-delete_user,2026-09-01,verified
Users,users-get_user_audit_log,Get User Audit Log,GET,/api/v3/portal/[PORTALID]/users/[ZPUID | EMAILID]/audit-logs,v3,[PORTALID]; [ZPUID | EMAILID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-get_user_audit_log,2026-09-01,verified
Users,users-project_users-get_all_users,Get All Users,GET,/api/v3.1/portal/[PORTALID]/projects/[PROJECTID]/users,v3.1,[PORTALID]; [PROJECTID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-get_all_users,2026-09-01,verified
Users,users-project_users-get_project_users,Get Project Users,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-get_project_users,2026-09-01,verified
Users,users-project_users-get_project_user_details,Get Project User Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users/[ZPUID | EMAILID],v3,[PORTALID]; [PROJECTID]; [ZPUID | EMAILID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-get_project_user_details,2026-09-01,contradictory
Users,users-project_users-get_project_user_details,Get Project User Details,GET,/api/v3.1/portal/[PORTALID]/projects/[PROJECTID]/users/[ZPUID | EMAILID],v3.1,[PORTALID]; [PROJECTID]; [ZPUID | EMAILID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-get_project_user_details,2026-09-01,contradictory
Users,users-project_users-add_project_user,Add Project User,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/projectusers,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-add_project_user,2026-09-01,verified
Users,users-project_users-add_project_client_user,Add Project Client User,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/clientuser,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-add_project_client_user,2026-09-01,verified
Users,users-project_users-update_project_user_details,Update Project User Details,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users/[ZPUID | EMAILID],v3,[PORTALID]; [PROJECTID]; [ZPUID | EMAILID],ZohoProjects.users.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-update_project_user_details,2026-09-01,verified
Users,users-project_users-delete_project_user,Delete Project User,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users/[ZPUID | EMAILID],v3,[PORTALID]; [PROJECTID]; [ZPUID | EMAILID],ZohoProjects.users.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-project_users-delete_project_user,2026-09-01,verified
Users,users-user_hierarchy-get_subordinates_of_a_user,Get Subordinates of a User,GET,/api/v3/portal/[PORTALID]/user/[USERID]/descendants,v3,[PORTALID]; [USERID],ZohoProjects.users.READ,Enterprise-only,not-lifecycle,https://projects.zoho.com/api-docs#users-user_hierarchy-get_subordinates_of_a_user,2026-09-01,verified
Users,users-user_exports-get_user_export_details_by_export_id,Get User Export Details by Export ID,GET,/api/v3/portal/[PORTALID]/users/export/[EXPORTID],v3,[PORTALID]; [EXPORTID],"ZohoProjects.users.READ, ZohoFiles.files.READ",TBD,export,https://projects.zoho.com/api-docs#users-user_exports-get_user_export_details_by_export_id,2026-09-01,verified
Users,users-user_exports-get_project_user_export_details_by_export_id,Get Project User Export Details by Export ID,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users/export/[EXPORTID],v3,[PORTALID]; [PROJECTID]; [EXPORTID],"ZohoProjects.users.READ, ZohoFiles.files.READ",TBD,export,https://projects.zoho.com/api-docs#users-user_exports-get_project_user_export_details_by_export_id,2026-09-01,verified
Users,users-user_exports-get_portal_user_export_history,Get Portal User Export History,GET,/api/v3/portal/[PORTALID]/users/export,v3,[PORTALID],ZohoProjects.users.READ,TBD,export,https://projects.zoho.com/api-docs#users-user_exports-get_portal_user_export_history,2026-09-01,verified
Users,users-user_exports-get_project_user_export_history,Get Project User Export History,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users/export,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.READ,TBD,export,https://projects.zoho.com/api-docs#users-user_exports-get_project_user_export_history,2026-09-01,verified
Users,users-user_exports-export_portal_users,Export Portal Users,POST,/api/v3/portal/[PORTALID]/users/export,v3,[PORTALID],ZohoProjects.users.READ,TBD,export,https://projects.zoho.com/api-docs#users-user_exports-export_portal_users,2026-09-01,verified
Users,users-user_exports-export_project_users,Export Project Users,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/users/export,v3,[PORTALID]; [PROJECTID],ZohoProjects.users.READ,TBD,export,https://projects.zoho.com/api-docs#users-user_exports-export_project_users,2026-09-01,verified
Users,users-users_invitation_templates-get_all_invitation_templates,Get All Invitation Templates,GET,/api/v3/portal/[PORTALID]/users/email-templates,v3,[PORTALID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-users_invitation_templates-get_all_invitation_templates,2026-09-01,verified
Users,users-users_invitation_templates-get_invitation_template,Get Invitation Template,GET,/api/v3/portal/[PORTALID]/users/email-templates/[EMAIL-TEMPLATEID],v3,[PORTALID]; [EMAIL-TEMPLATEID],ZohoProjects.users.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-users_invitation_templates-get_invitation_template,2026-09-01,verified
Users,users-users_invitation_templates-create_invitation_template,Create Invitation Template,POST,/api/v3/portal/[PORTALID]/users/email-templates,v3,[PORTALID],ZohoProjects.users.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-users_invitation_templates-create_invitation_template,2026-09-01,verified
Users,users-users_invitation_templates-update_invitation_template,Update Invitation Template,PATCH,/api/v3/portal/[PORTALID]/users/email-templates/[EMAIL-TEMPLATEID],v3,[PORTALID]; [EMAIL-TEMPLATEID],ZohoProjects.users.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-users_invitation_templates-update_invitation_template,2026-09-01,verified
Users,users-users_invitation_templates-set_default_invitation_template,Set Default Invitation Template,PATCH,/api/v3/portal/[PORTALID]/users/email-templates/[EMAIL-TEMPLATEID]/make-default,v3,[PORTALID]; [EMAIL-TEMPLATEID],ZohoProjects.users.UPDATE,TBD,default-selection,https://projects.zoho.com/api-docs#users-users_invitation_templates-set_default_invitation_template,2026-09-01,verified
Users,users-users_invitation_templates-remove_default_invitation_template,Remove Default Invitation Template,DELETE,/api/v3/portal/[PORTALID]/users/email-templates/[EMAIL-TEMPLATEID]/make-default,v3,[PORTALID]; [EMAIL-TEMPLATEID],ZohoProjects.users.DELETE,TBD,default-selection,https://projects.zoho.com/api-docs#users-users_invitation_templates-remove_default_invitation_template,2026-09-01,verified
Users,users-users_invitation_templates-delete_invitation_template,Delete Invitation Template,DELETE,/api/v3/portal/[PORTALID]/users/email-templates/[EMAIL-TEMPLATEID],v3,[PORTALID]; [EMAIL-TEMPLATEID],ZohoProjects.users.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#users-users_invitation_templates-delete_invitation_template,2026-09-01,verified
Projects,projects-get_all_projects,Get All Projects,GET,/api/v3/portal/[PORTALID]/projects,v3,[PORTALID],ZohoProjects.projects.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-get_all_projects,2026-09-01,verified
Projects,projects-get_project_details,Get Project Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID],v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-get_project_details,2026-09-01,verified
Projects,projects-create_project,Create Project,POST,/api/v3/portal/[PORTALID]/projects,v3,[PORTALID],ZohoProjects.projects.CREATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-create_project,2026-09-01,verified
Projects,projects-update_project,Update Project,PATCH,/api/v3/portal/[PORTALID]/projects/[PROJECTID],v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.UPDATE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-update_project,2026-09-01,verified
Projects,projects-trash_project,Trash Project,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/trash,v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.UPDATE,TBD,trash,https://projects.zoho.com/api-docs#projects-trash_project,2026-09-01,verified
Projects,projects-restore_project,Restore Project,POST,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/restore,v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.UPDATE,TBD,restore,https://projects.zoho.com/api-docs#projects-restore_project,2026-09-01,verified
Projects,projects-delete_project,Delete Project,DELETE,/api/v3/portal/[PORTALID]/projects/[PROJECTID],v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.DELETE,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-delete_project,2026-09-01,verified
Projects,projects-get_project_associated_modules_details,Get Project Associated Modules Details,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/modules,v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.READ,TBD,associate,https://projects.zoho.com/api-docs#projects-get_project_associated_modules_details,2026-09-01,verified
Projects,projects-project_custom_view-get_custom_view_details,Get Custom View Details,GET,/api/v3/portal/[PORTALID]/projects/customview/[CUSTOMVIEWID],v3,[PORTALID]; [CUSTOMVIEWID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-project_custom_view-get_custom_view_details,2026-09-01,verified
Projects,projects-project_custom_view-get_custom_view_list,Get Custom View List,GET,/api/v3/portal/[PORTALID]/projects/customview,v3,[PORTALID],ZohoProjects.portals.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-project_custom_view-get_custom_view_list,2026-09-01,verified
Projects,projects-project_custom_view-update_default_view,Update Default View,POST,/api/v3/portal/[PORTALID]/projects/customview/[CUSTOMVIEWID]/markanchored,v3,[PORTALID]; [CUSTOMVIEWID],ZohoProjects.portals.UPDATE,TBD,default-selection,https://projects.zoho.com/api-docs#projects-project_custom_view-update_default_view,2026-09-01,verified
Projects,projects-project_custom_view-update_favorite_view,Update Favorite View,POST,/api/v3/portal/[PORTALID]/projects/customview/[CUSTOMVIEWID]/markfavourite,v3,[PORTALID]; [CUSTOMVIEWID],ZohoProjects.portals.UPDATE,TBD,favourite-selection,https://projects.zoho.com/api-docs#projects-project_custom_view-update_favorite_view,2026-09-01,verified
Projects,projects-project_comments-get_comments,Get Comments,GET,/api/v3/portal/[PORTALID]/projects/[PROJECTID]/comments,v3,[PORTALID]; [PROJECTID],ZohoProjects.projects.READ,TBD,not-lifecycle,https://projects.zoho.com/api-docs#projects-project_comments-get_comments,2026-09-01,verified
